,text,identity_attack_x,bias,target,category,rationale,race,religion,gender,lgbtq,political
4784,What do you mean by 'taking over'? Are immigrants from countries like India or China being forced to leave their country? Are they being forced to do the jobs that were once reserved for us and that now we despise?,0.25,0,other,none,,0,0,0,0,0
4785,"Wait, what do you mean ""most religious organizations""? That's a new canard to me!",0.25,0,jews,none,,0,0,0,0,0
4786,Islam is a religion. It is not a problem for any civilised society.,0.25,0,muslims,none,,0,0,0,0,0
4787,"People of colour have full human rights, and are proud of their origin.",0.25,0,poc,none,,0,0,0,0,0
4788,Why do you think that a religion is to blame for the ills? The fact that you do not like Musilims is not related to this.,0.25,0,muslims,none,,0,0,0,0,0
4789,What exactly is your fear about sharing public places with people of a different religion?,0.25,0,muslims,none,,0,0,0,0,0
4790,I think the government has a very good understanding of who should be deported and members of the public should leave this type of decisions to them?,0.25,0,muslims,none,,0,0,0,0,0
4791,"They are fleeing for their lives, not to stay in refugee camps.",0.25,0,migrants,none,,0,0,0,0,0
4792,"Muslims and terrorists are not the same. Every extremist is a potential terrorist, this doesn't have anything to do with one's specific faith.",0.25,0,muslims,none,,0,0,0,0,0
4793,The vast majority of Muslims in the UK are here because they want to live and work in the UK. They are part of our community and we should continue to welcome them.,0.25,0,muslims,none,,0,0,0,0,0
4794,"Everyone is born equal in dignity and has the right to respect and protection, especially minorities.",0.25,0,other,none,,0,0,0,0,0
4795,"Citizenship in Britain is also guaranteed by 'naturalisation', so it is provided by law. It is ok not to be born in Britain and to be a British citizen just as anyone else is.",0.25,0,migrants,none,,0,0,0,0,0
4796,It is not about religion. It is about discrimination. Many Muslim-Americans are economically disadvantaged.,0.25,0,muslims,none,,0,0,0,0,0
4797,Societal disapproval of obesity calls for a focus on weight and does not fit within efforts to focus on health as a way of encouraging healthy habits and lifestyle choices.,0.25,0,other,none,,0,0,0,0,0
4798,"Children are never an obstacle, Education serves as a powerful tool for bringing about positive changes in society. Education can transform people's life, improve the quality of their lives and so on. We cannot isolate people with Down syndrome.",0.25,0,disabled,none,,0,0,0,0,0
4799,"No child should ever be excluded from school for anything, regardless of their situation.Calls for exclusion are not helping anyone.",0.25,0,disabled,none,,0,0,0,0,0
4800,"Obese people have to face stigma in all areas of life. So even if you might be genuinely concerned for their health, the vast majority of obese people are regularly confronted with prejudice and systemic disadvantages based exactly on the perception of obese people as inferior.",0.25,0,other,none,,0,0,0,0,0
4801,I think that one of the biggest contributions of feminism is that it has opened our eyes to the ways in which women are oppressed and discriminated against.,0.25,0,women,none,,0,0,0,0,0
4802,"I don't think it is right to talk about race. As far as I'm aware, all people are created equal even if they have different religious beliefs.",0.25,0,jews,none,,0,0,0,0,0
4803,It's about creating more opportunities in particular for underprivileged social groups. Not about oppressing men.,0.25,0,women,none,,0,0,0,0,0
4804,"You know what? If being gay was a mental disorder, then I would highly recommend psychiatry to all the homosexuals. But since this is not the case, I would choose my words very carefully next time.",0.25,0,lgbtq,none,,0,0,0,0,0
4805,"There are different skin colors, and different ethnicities. Different religions and cultures. Maybe it would be better if you treated people like we're all born equal.",0.25,0,other,none,,0,0,0,0,0
4806,"The vast majority of Muslims around the world are peaceful people, and do not pose a threat to the security of the West.",0.25,0,muslims,none,,0,0,0,0,0
4807,"Thus far, people of various sexual orientations have attempted suicide twice as often as heterosexuals. Among youth, the number of those that seriously contemplate suicide is almost three times the rate of heterosexuals. LGBT youth are almost five times as likely to have attempted suicide compared to heterosexual youth. Tell me honestly: who do you think is imposing sexual orientation on who?",0.25,0,lgbtq,none,,0,0,0,0,0
4808,"Do you have any statistics on that? Are you claiming that black people are more likely than whites to be arrested for certain types of crimes, for example aggravated assault?",0.25,0,poc,none,,0,0,0,0,0
4809,"Jews are part of most societies, why should we lose that part of our history?",0.25,0,jews,none,,0,0,0,0,0
4810,I do not think it is appropriate to link humans with apes. And I also do not think it is appropriate to reason using racism.,0.25,0,poc,none,,0,0,0,0,0
4811,There is no evidence that Muslim have a lower average IQ than non-Muslims.,0.25,0,muslims,none,,0,0,0,0,0
4812,Maybe the problem is more the perception that foreign people are from another planet. In reality they are just like us.,0.25,0,migrants,none,,0,0,0,0,0
4813,"The historical and cultural influences of a person are important, but they are not the sole determinant. And in no way should they be conflated with the colour of a person's skin.",0.25,0,poc,none,,0,0,0,0,0
4814,"We shouldn't judge someone by their sexual preference, that is a personal preference and can't be changed.",0.25,0,lgbtq,none,,0,0,0,0,0
4815,"How about this: you should be honest with yourself about who is spreading hate. The more you doubt yourself, the more you will love other people.",0.25,0,lgbtq,none,,0,0,0,0,0
4816,It is no secret now that you might not have any Muslim ancestors or relatives. But you have the unenviable privilege of inheriting islamophobic prejudices.,0.25,0,muslims,none,,0,0,0,0,0
4817,"The media would have us believe that there are huge influx of Muslims into Europe. The true number is around 25.7 million Muslims living in the EU (2016), corresponding to the 4,9%.",0.25,0,muslims,none,,0,0,0,0,0
4818,"Just because they came to our country does not mean that they want to replace us. On the contrary, many of them are here to contribute to our country.",0.25,0,jews,none,,0,0,0,0,0
4819,I think it is safe to say that the majority of LGBTI people are significant contributors to the well-being of our societies,0.25,0,lgbtq,none,,0,0,0,0,0
4820,"The idea that a people should be defined by their religious beliefs is wrong, racist and sexist. They are defined by their merits, qualities, and actions.",0.25,0,jews,none,,0,0,0,0,0
4821,"It is not true that gays are a burden to society. On the contrary, many LGBT people are contributing members of our society. This is why we need a safe space for everyone to feel accepted.",0.25,0,lgbtq,none,,0,0,0,0,0
4822,"I don't think it is ""for no reason"": women make up about half of the world's population, and even if the gender gap in labor force is getting smaller, there are still blatant cases in which women are discriminated against. For example they make up only around 20% of university professors in UK.",0.25,0,women,none,,0,0,0,0,0
4823,That's not true. And why would it be true? Why are they usually associated with evil?,0.25,0,jews,none,,0,0,0,0,0
4824,"There is no evidence that migrants from a particular culture or religion are not interested in our culture or religion. It sounds like a paradox: if I wasn't interested in a culture, I would never move to get to know it, would you?",0.25,0,migrants,none,,0,0,0,0,0
4825,"How can you say that Jews should be isolated from society? They have been part of the community throughout history. I can't see any advantages of excluding them, rather a huge loss.",0.25,0,jews,none,,0,0,0,0,0
4826,"I don't think that autism is a gay issue. Some people think that being gay is a disease, but a sexual orientation can in no way imply the presence of a disease.",0.25,0,lgbtq,none,,0,0,0,0,0
4827,"...And from that sum, the migrant receives only 'pocket money', which amounts to 2-3 euros",0.25,0,migrants,none,,0,0,0,0,0
4828,How about we include any community no matter what? We're all part of the same society after all.,0.25,0,lgbtq,none,,0,0,0,0,0
4829,"There are many cases of domestic violence, where women do not want to have such a lifestyle. This, instead, is against their rights.",0.25,0,women,none,,0,0,0,0,0
4830,So you think that they are to blame for the racial intolerance that has been seen in many European countries?,0.25,0,poc,none,,0,0,0,0,0
4831,We use Arabic numbers.,0.25,0,muslims,none,,0,0,0,0,0
4832,What do you mean by 'they are a problem in many European countries'? Are you aware of any recent evidence for this? I would be interested to know.,0.25,0,muslims,none,,0,0,0,0,0
4833,Many survivors confessed that they were willing to provide their children with stories of the Holocaust but it was very difficult emotionally. They want to talk about the aspects of life for Jews during the time of the Holocaust to not forget what happened.,0.25,0,jews,none,,0,0,0,0,0
4834,There is no evidence that terrorists are entering through the Mexican border.,0.25,0,migrants,none,,0,0,0,0,0
4835,"They have a right to their opinion, but also have to follow the law, otherwise they are tried and sentenced like anybody else. You should not be worried.",0.25,0,muslims,none,,0,0,0,0,0
4836,If you have ever felt that way about women then perhaps you seem to be suffering from a lot of prejudices and fear.,0.25,0,women,none,,0,0,0,0,0
4837,"All blood is tested for pathogens and viruses, without regard to donor background or similar. I really do not understand your concern: ""Each unit of blood donated in the U.S. is routinely screened for various infectious disease pathogens, including five transfusion–transmitted viruses, using nine laboratory tests."" - [link]",0.25,0,lgbtq,none,,0,0,0,0,0
4838,"There is no such thing as 'us' and 'them'. You can't judge people on their culture, or their religion, or their race. We have to be sensitive to each other, and understand that everyone is different, and we have to work on accepting that.",0.25,0,poc,none,,0,0,0,0,0
4839,"It depends on who you ask. For example, there are many Muslims who have helped fight for our country and defend us from terrorist attacks.",0.25,0,migrants,none,,0,0,0,0,0
4840,People find fault in people of any religion. But the problem is not with religion. The problem is blaming migrants because they are Muslims. This Islamophobic climate has reached a crisis state. We must step in and stop it.,0.25,0,muslims,none,,0,0,0,0,0
4841,"According to this study [link], the mean IQ of a young adult with Down syndrome is 50, equivalent to the mental ability of an 8- or 9-year-old child, but this can vary widely. So, no, they are not dumb.",0.25,0,disabled,none,,0,0,0,0,0
4842,"While there are terrorist organizations caliming to be followers of Islam. But, their ideology and belief system are not the reason for attributing violent actions to all Muslims.",0.25,0,muslims,none,,0,0,0,0,0
4843,To be homosexual does not necessarily mean that they are unhealthy.,0.25,0,lgbtq,none,,0,0,0,0,0
4844,"You should find more information about Islamic religion, and then you will understand that Islam is not about fear.",0.25,0,muslims,none,,0,0,0,0,0
4845,The majority of Jews are not members of the 'roosters' but rather are on the fringes of society.,0.25,0,jews,none,,0,0,0,0,0
4846,You can't blame people of another ethnicity for procreating. That is how nature works.,0.25,0,poc,none,,0,0,0,0,0
4847,The main purpose of Islam is to unite people and to promote peace and harmony in a world increasingly divided by injustice and conflict.,0.25,0,muslims,none,,0,0,0,0,0
4848,"You are absolutely wrong about Islam. It is a religion of peace. Also, it does not promote violence.",0.25,0,muslims,none,,0,0,0,0,0
4849,Muslims believe in Jesus. No one is trying to cancel Easter. Stop legitimising division by manufacturing outrage.,0.25,0,muslims,none,,0,0,0,0,0
4850,Among the 1.1 million immigrants who entered the US in 1990 there were also a lot of skilled workers who contributed a lot to the development of our society.,0.25,0,migrants,none,,0,0,0,0,0
4851,"If we want to integrate more, let's focus on getting more skilled and allowing in more people with relevant knowledge and experience. But let's not discriminate against people based on their religion.",0.25,0,other,none,,0,0,0,0,0
4852,Why are you so sure of something so vague? How can you say that Muslims have nothing to contribute to our society? Do you have any proof of this?,0.25,0,muslims,none,,0,0,0,0,0
4853,How about you acknowledge their right to vote just as that of everyone else? They are citizens as much as you are.,0.25,0,poc,none,,0,0,0,0,0
4854,"They don't do that! They don't want to subvert society and change its character, but simply to practice their religion peacefully.",0.25,0,jews,none,,0,0,0,0,0
4855,"Excuse me, what do you mean by 'sick'?",0.25,0,lgbtq,none,,0,0,0,0,0
4856,"Islam is a religion, and it has been proven time and time again that its teachings do not threaten the very existence of Western civilization.",0.25,0,muslims,none,,0,0,0,0,0
4857,"The vast majority of people in the UK (86% in 2019), says that homosexuality should be accepted, and there is no evidence that being gay is harmful.",0.25,0,lgbtq,none,,0,0,0,0,0
4858,"Muslims already have a very high tolerance level. We just need to learn to live with them, and there is evidence that this is possible. This is how we can start welcoming us, as humankind.",0.25,0,muslims,none,,0,0,0,0,0
4859,"Maybe you should study the Quran more to understand what it reallyis, a sacred book, revealed to Mohammed and read by every Muslim as a perfect example of the message of freedom.",0.25,0,muslims,none,,0,0,0,0,0
4860,The claim that immigrants come to the U.S. to take advantage of the “birthright citizenship” is simply wrong. Research consistently shows that the vast majority of immigrants come to the U.S. for economic opportunity or to flee violence and poverty.,0.25,0,migrants,none,,0,0,0,0,0
4861,People who have never even met a Muslim can understand one.,0.25,0,muslims,none,,0,0,0,0,0
4862,"Not all families are capable of educating their children on this topic, either because of circumstances (poverty, broken home, etc.) or because of religious beliefs.",0.25,0,lgbtq,none,,0,0,0,0,0
4863,So you think that killing people is the reason for Islam? Can you point me the passage of the Qu'ran where this is mentioned?,0.25,0,muslims,none,,0,0,0,0,0
4864,"Feminist are actually interested in ""What do women want?"". In fact, many feminists believe that the answer to this question is 'equality and freedom from oppression', and that this is the most important thing to them. Don't you agree?",0.25,0,women,none,,0,0,0,0,0
4865,"In the real world there are many hypocrites, some of them are Muslims, so what?",0.25,0,muslims,none,,0,0,0,0,0
4866,Are you suggesting that a person's religion is a barrier to integration?,0.25,0,muslims,none,,0,0,0,0,0
4867,"Women are human beings, and have the right to respect and protection as anyone else.",0.25,0,women,none,,0,0,0,0,0
4868,Feminists are fair and believe that all people should have equal rights.,0.25,0,women,none,,0,0,0,0,0
4869,This claim is a false cause and effect relation. A person's genes do not have any influence over any spurious predisposition' to commit crime.,0.25,0,poc,none,,0,0,0,0,0
4870,Mental health and disability are quite separate issues and should be treated according to the individual's needs.,0.25,0,disabled,none,,0,0,0,0,0
4871,"The notion of ""bringing back the dark ages"" is a bit obscure. It is more accurate to refer to a strategy for countering extremism. This includes countering prejudice against Islam.",0.25,0,muslims,none,,0,0,0,0,0
4872,"A man and a woman do not automatically constitute a family either, so what?",0.25,0,lgbtq,none,,0,0,0,0,0
4873,"Women don't like to be ""equal"" for the sake of superiority. Women like to be women, and to be treaten as humans. All humans are equal. Equality is not identity.",0.25,0,women,none,,0,0,0,0,0
4874,It is not true that thieves are more likely to commit crimes if they are members of a specific racial or ethnic background.,0.25,0,poc,none,,0,0,0,0,0
4875,"Immigrants are entitled to the fundamental rights of UK citizens. If provided by the law, they can remain in the UK even if they weren't born here.",0.25,0,migrants,none,,0,0,0,0,0
4876,"In fact, they often accept jobs that we do not want to do anymore.",0.25,0,migrants,none,,0,0,0,0,0
4877,"The Qur'an does not advocate or condone the use of violence against others. Instead, it is a peaceful belief just as other religions are.",0.25,0,muslims,none,,0,0,0,0,0
4878,"People are welcome here regardless of their nationality or country of origin, even if they do not speak the language of the place where we live.",0.25,0,migrants,none,,0,0,0,0,0
4879,What conspiracy theory is this? Have you even looked at the evidence?,0.25,0,jews,none,,0,0,0,0,0
4880,I don't think the word 'pervert' is useful is describing non-heterosexuals.,0.25,0,lgbtq,none,,0,0,0,0,0
4881,"Many ethnic minorities, including Muslims, have contributed to our success and still do not enjoy full citizenship rights.",0.25,0,muslims,none,,0,0,0,0,0
4882,"Well, in that case, we are all subhuman, regardless of gender.",0.25,0,women,none,,0,0,0,0,0
4883,"You are allowed to be a gay, or lesbian, or bisexual, or transgender, or intersex, or queer, or transvestite, or tranny, or asexual, pansexual, BDSM, or any other sexual orientation you want, as long as you aren't harming anyone.",0.25,0,lgbtq,none,,0,0,0,0,0
4884,"Obesity is already disapproved of, further discouragement is likely to transform it to shaming behavior.",0.25,0,other,none,,0,0,0,0,0
4885,"The gap between offer and demand is so big that even if migration stopped completely, new housebuilding would still fall well short of what’s required.",0.25,0,migrants,none,,0,0,0,0,0
4886,"I think it is important to understand that there are different types of racism, some are based on historical or racial discrimination, while some are about individual differences. For me, the real issue is about racism in general. And your claim reminds me of that.",0.25,0,poc,none,,0,0,0,0,0
4887,Hygienic services are often lacking and the communities themselves remain isolated.,0.25,0,other,none,,0,0,0,0,0
4888,Learning about gender identity and sexual orientation in health classes in school could promote a more accepting environment and reduce bullying.,0.25,0,lgbtq,none,,0,0,0,0,0
4889,"Then why did we ask them to come in the first place, wasn't it to save our NHS, run the trains and post office? None of those were doing very well last time I looked, I think we might actually still be in need them.",0.25,0,muslims,none,,0,0,0,0,0
4890,"Many councils have ‘local connection’ rules in favour of long-standing residents, rather than newcomers such as migrants.",0.25,0,migrants,none,,0,0,0,0,0
4891,"It is about time people began to think critically about policies that seem designed to include a minority, rather than to create new social and political opportunities exclusively for the majority.",0.25,0,muslims,none,,0,0,0,0,0
4892,"It is up to employers to determine if a person meets the requirements for a given job, and if they do, then there is no reason to restrict the job to a person without Downs syndrome.",0.25,0,disabled,none,,0,0,0,0,0
4893,"I think that it is both sexist and also dangerous to promote a certain view of women, which is why I don't think your idea can stand.",0.25,0,women,none,,0,0,0,0,0
4894,"This is just a myth. Jews, as well as Asians, epitomize the concept of ""overrepresented minorities"" in a number of prestigious academic fields. They are highly vulnerable in part because they are perceived as successful and privileged. Of course, the reality is far more complex than ""controlling the elite schools"".",0.25,0,jews,none,,0,0,0,0,0
4895,"Feminism is about the empowerment of women and having equal rights, what's not to like?.",0.25,0,women,none,,0,0,0,0,0
4896,Well I bet your relatives have worked very hard for your education and struggled every day to get you the best. And there are millions of people all over the world doing what your relatives did for you.,0.25,0,migrants,none,,0,0,0,0,0
4897,"Would be intersting to see how much money ""foreigners"" are giving the UK in terms of taxes. It's not hard to see how much we have to thank them for. Would be beneficial for everyone to focus on stopping tax evasion instead.",0.25,0,migrants,none,,0,0,0,0,0
4898,"Migrants are often subject to dangerous situations in their countries of origin (violence, torture, rape, just to mention a few) and migration is often the only solution. They may appear 'happy-go-lucky':but aren't they just glad to be alive and safe?",0.25,0,migrants,none,,0,0,0,0,0
4899,I think you'd be surprised how many UK citizens would tell you about migrant workers that are the opposite of lazy.,0.25,0,migrants,none,,0,0,0,0,0
4900,The problem is that Hindus are finding it difficult to integrate into mainstream society when being treated this way.,0.25,0,other,none,,0,0,0,0,0
4901,Women have the constitutional right to choose for themselves. Do you think that it is a problem that they choose for themselves?,0.25,0,women,none,,0,0,0,0,0
4902,"By this reasoning, no subject of importance should be taught in school, because there is always someone against a certain topic.",0.25,0,lgbtq,none,,0,0,0,0,0
4903,"When people think of immigrants in relation to the British economy, they often think of crime, poverty and so on. But the reality is that the picture both in numbers and for skilled labour is quite the opposite. Muslims not only contribute to the economy as laborforce but also as employers creating job opportunities.",0.25,0,migrants,none,,0,0,0,0,0
4904,"If migrants do not want to work, then why there are many doing jobs we don't want to do?",0.25,0,migrants,none,,0,0,0,0,0
4905,"The real problem is that, whether or not someone has 'chosen' to be obese is often not clear-cut, and when in doubt, society tends to condemn and shame.",0.25,0,other,none,,0,0,0,0,0
4906,"This is not true. Jews are not lazy, they are often extremely productive at work, the most creative and productive people in our industry.",0.25,0,jews,none,,0,0,0,0,0
4907,"Why do you say so? Women in science provide a remarkable contribution to our societies. For example, the refrigerator was invented in 1914 by Florence Parpart, a woman.",0.25,0,women,none,,0,0,0,0,0
4908,"Muslims are welcome here, and many of them already live here, so why shouldn't we welcome them? Why should we be so intolerant of people who are already integrated here?",0.25,0,muslims,none,,0,0,0,0,0
4909,Women should be given equal rights. Not all Muslims are misogynists.,0.25,0,muslims,none,,0,0,0,0,0
4910,There are countless different Islamic traditions and beliefs. Do you really want to stigmatize all of them because of one stereotype?,0.25,0,muslims,none,,0,0,0,0,0
4911,"The holocaust happened, and it is a great example of how democracy can fail in the face of extreme violence.",0.25,0,jews,none,,0,0,0,0,0
4912,I think this statement needs some further clarification. What does it mean to be 'in need' to you?,0.25,0,muslims,none,,0,0,0,0,0
4913,What does it mean to 'help people of other races who are inferior? Are you implying that we have a moral superiority that other races do not?,0.25,0,poc,none,,0,0,0,0,0
4914,Why don't you accept others as they are? I think that would be the best thing to do.,0.25,0,disabled,none,,0,0,0,0,0
4915,"Women have been shown to be as creative and productive as men, and that doesn't seem to be due to a ""manipulation of data"" of feminist propaganda, but rather to intrinsic qualities like hard work and dedication.",0.25,0,women,none,,0,0,0,0,0
4916,"So you think women are childlike because they are submissive? No they are not. They are strong and independent, just like men.",0.25,0,women,none,,0,0,0,0,0
4917,How can you be sure that Jews control the U.S. government? Does it seem plausible to you? Do you have any proof?,0.25,0,jews,none,,0,0,0,0,0
4918,"A part from very few exceptions, undocumented immigrants are not eligible for federal public benefits such as Social Security, Medicaid, Medicare or food stamps.",0.25,0,migrants,none,,0,0,0,0,0
4919,"Rape is always wrong, whoever the perpetrator is. We need to focus on stopping this kind of abuse.",0.25,0,migrants,none,,0,0,0,0,0
4920,What do you mean by 'poisononing our children'? Why do you think this is the case?,0.25,0,lgbtq,none,,0,0,0,0,0
4921,The proportion of Muslims unemployed is no more than that of non-Muslims (add a link to UK employment statistics),0.25,0,muslims,none,,0,0,0,0,0
4922,The thing that worries me the most about racism is not the baseless hatred. Its theattempt to violently impose your own beliefs and interpretation of the world on someone else.,0.25,0,poc,none,,0,0,0,0,0
4923,Jews have been responsible for the important technological advances of our time. It is ridiculous to think that they will be unable to take part in the creation of the modern nation we are proud to call our own.,0.25,0,jews,none,,0,0,0,0,0
4924,"Rape is a crime regardless of the dress. If you think this it is women's fault, please, stop.",0.25,0,women,none,,0,0,0,0,0
4925,"We need to protect the system from crime, not from the half of the members of society.",0.25,0,women,none,,0,0,0,0,0
4926,"We can talk about all the problems in our society, but to refer to other humans as ""niggas"" is just hate.",0.25,0,poc,none,,0,0,0,0,0
4927,What if knickers don't suit them? What if they don't obey? Would it be a problem?,0.25,0,women,none,,0,0,0,0,0
4928,"Native Americans have been suffering from dispossession and discrimination for thousands of years. In Canada, for example, Indigenous people account for around 5% of the population. In the US, Indigenous people account for around 2%. What you said is just a myth propagated by the racist right to delegitimize Indigenous people.",0.25,0,other,none,,0,0,0,0,0
4929,"Many immigrants come here as young people and work hard to integrate. In the long-run, immigrants have much positive influence on our society.",0.25,0,migrants,none,,0,0,0,0,0
4930,"And yet: gender equality, free education, equal rights for people with physical disabilities, equal rights for gays and lesbians. How can we be against of Freedom of religion?",0.25,0,muslims,none,,0,0,0,0,0
4931,"I'm sure many gay people are subjected to unspeakable forms of abuse, but the real abuse is from heterosexual people who don't conceive something different from their own sexual orientation. The real issue is the prejudice that oppresses them, not friendship.",0.25,0,lgbtq,none,,0,0,0,0,0
4932,"Isn't preference a matter of individual identity, and cannot be imposed? People are just living their lives. Any sinister agenda appears to be yours.",0.25,0,lgbtq,none,,0,0,0,0,0
4933,"Marriage should be a choice for all, irrespective of the gender of partners..",0.25,0,lgbtq,none,,0,0,0,0,0
4934,"In most European countries Muslims make up less than 5% of the population. In the UK, they make up around 5.6%. According to the ONS, the Muslim population in England and Wales has been shown to be slowly growing over the last years (it was 4.7 in 2011). So, you can rest assured that your claim that this country is run by what is a tiny minority is simply not born from the data.",0.25,0,muslims,none,,0,0,0,0,0
4935,Being Jewish doesn't make you any less of a human being. The fact that you are Jewish doesn't mean that you deserve less human rights.,0.25,0,jews,none,,0,0,0,0,0
4936,"Of course they come to work. But if they do the jobs we are not willing to do anymore, there is no point in viewing them as ""saboteurs"" aiming to ruin our society.",0.25,0,migrants,none,,0,0,0,0,0
4937,Religion is not a useful indicator of security risk.,0.25,0,muslims,none,,0,0,0,0,0
4938,The Koran is not questioning the core values of the British constitution.,0.25,0,muslims,none,,0,0,0,0,0
4939,People don't have to identify as a minority just to live their lives.,0.25,0,lgbtq,none,,0,0,0,0,0
4940,This is a myth perpetuated by people who do not know anything about history and world culture. We are a country made up of many different cultures and religions. There is no such thing as one controlling the others.,0.25,0,jews,none,,0,0,0,0,0
4941,"The Nazis persecuted and killed more than 6 million Jews. The Holocaust is not a fabrication perpetrated by the Jews, it is a historical event that should be acknowledged so that we never allow such atocities to reoccur..",0.25,0,jews,none,,0,0,0,0,0
4942,Our entire history is marked by people from different religions coexisting peacefully in harmony with the natural world. What you're saying is a bunch of conspiracy theories. And this is not true.,0.25,0,muslims,none,,0,0,0,0,0
4943,"The West has always been full of people who were willing to put their lives on the line to defend their way of life, and this is what we should do also for ways of life different from ours.",0.25,0,muslims,none,,0,0,0,0,0
4944,"It is nonsense to talk about ""transgender"" laws. Our laws have been hijacked in many cases, including against LGBT people.",0.25,0,lgbtq,none,,0,0,0,0,0
4945,Islam is that same sisterhood of tolerance and understanding across the world.,0.25,0,muslims,none,,0,0,0,0,0
4946,"What is the point of saying that the Jews are the only people in a very complex, diverse and international world that want to influence our government? Every citizen has the right and will to influence it.",0.25,0,jews,none,,0,0,0,0,0
4947,These are some extreme words which I invite you to reconsider.,0.25,0,muslims,none,,0,0,0,0,0
4948,Many people of Muslim background are working in jobs we do not want to do. I'd be surprised if Muslims had a negative impact on our society.,0.25,0,muslims,none,,0,0,0,0,0
4949,"Are you sure? It seems they are very much part of our society, and it seems strange for them to be the only ones running our government.",0.25,0,jews,none,,0,0,0,0,0
4950,"Gay people are not a danger to children, unless they are being abused. Please do not make such a statement.",0.25,0,lgbtq,none,,0,0,0,0,0
4951,Migrants are just trying to get by. Nobody can understand the daily struggles they are facing.,0.25,0,migrants,none,,0,0,0,0,0
4952,What about African-Americans? I.e. black folks? Is the colour of someone's skin always the issue?,0.25,0,poc,none,,0,0,0,0,0
4953,Islam is a way of life for many people. I don't see how it is in conflict with our beliefs and values.,0.25,0,muslims,none,,0,0,0,0,0
4954,"the difference between these two individuals has nothing to do with race or gender, it is individual lifestyle and cultural difference.",0.25,0,poc,none,,0,0,0,0,0
4955,Conspiracy theories about Jews are based on no more than a few unverifiable and highly suspect claims. It's highly unlikely that the world has ever been or will ever be run according to a Jewish plan.,0.25,0,jews,none,,0,0,0,0,0
4956,"You are absolutely right: every human being is unique and needs a certain set of values, which is influenced by their religion. But not all Muslims are terrorists, nor incompatible.",0.25,0,muslims,none,,0,0,0,0,0
4957,I think you are being overly sensitive about Islam. A lot of Muslims around the world are really nice and understanding people.,0.25,0,muslims,none,,0,0,0,0,0
4958,"You seem to be under the impression that Down syndrome is related to bad behavior. Down syndrome is not related to bad behavior at all... The point is that people with Down’s syndrome can be very sensitive to the feelings of others, and they may be picking up on these feelings. So the real problem is when they are exposed to bad influence.",0.25,0,disabled,none,,0,0,0,0,0
4959,They are not a burden to society as a whole. They are individuals making their own choices. To say that a particular individual is more of a burden to society because of their sexual preference is just plain wrong.,0.25,0,lgbtq,none,,0,0,0,0,0
4960,"This is not correct, they have a different faith. Different people have different faiths, and so on and this is not enough for them to be considered different.",0.25,0,jews,none,,0,0,0,0,0
4961,How do you know that? Maybe they just want to learn more about your faith.,0.25,0,muslims,none,,0,0,0,0,0
4962,Muslims are just as human as anyone else. Like Europeans. How can you say otherwise?,0.25,0,muslims,none,,0,0,0,0,0
4963,"This is just a fearmongering narrative being used to try to discredit Islam and Muslims. I hate to think that my Christian or Jewish relatives might be a target of hate, the same would hold if they were Muslim.",0.25,0,muslims,none,,0,0,0,0,0
4964,How can you be sure that the persecution of Christians is happening at the hands of the whole Muslims population?,0.25,0,muslims,none,,0,0,0,0,0
4965,"Is it due to immigration, or the lack of affordable housing, unemployment, poverty, mental illness and the lack of needed services, substance abuse and the lack of services? Do I need to go on?",0.25,0,migrants,none,,0,0,0,0,0
4966,"Human rights are individual rights, and the right to be loved doesn't include the right to be hated.",0.25,0,lgbtq,none,,0,0,0,0,0
4967,Muslims have contributed so much to our country that their right to stay here should be recognised,0.25,0,muslims,none,,0,0,0,0,0
4968,"It doesn't matter what you say about women, they still work a lot to support our society.",0.25,0,women,none,,0,0,0,0,0
4969,"Jews have always been part of European society, and continue to be today. To suggest that they are incapable of coexisting as equals with us is simply wrong.",0.25,0,jews,none,,0,0,0,0,0
4970,There are several Bible verses and passages that emphasize equality between people and between ancient tribes.,0.25,0,other,none,,0,0,0,0,0
4971,"This is a gross stereotype. It is not true that we are racially divided. The majority of our citizens are proud Europeans who have contributed to our economy and culture, whatever their country of origin.",0.25,0,other,none,,0,0,0,0,0
4972,We all have close relatives who have died from different diseases such as COVID. Let's not make parallels that have no grounding and let's not judge people by the religion they belong to.,0.25,0,jews,none,,0,0,0,0,0
4973,"Migrants are happy to contribute to the host country's economic growth, in order to give back to it in many ways.",0.25,0,migrants,none,,0,0,0,0,0
4974,You're quite wrong: this is about intolerance in general. Many cultures accept people from different faiths.,0.25,0,other,none,,0,0,0,0,0
4975,Are you aware of all the genocides that have happened since the Holocaust?.,0.25,0,jews,none,,0,0,0,0,0
4976,"The main problem with feminism today is not about stopping men supremacy, but about avoiding the creation of an ""us vs. them"" mentality, which is polarizing and can easily turn violent. Feminists can do a lot to fight this poisonous trend.",0.25,0,women,none,,0,0,0,0,0
4977,"Women cannot be denied the right to vote, it is a human right.",0.25,0,women,none,,0,0,0,0,0
4978,Use your common sense... at the moment you are inciting murder.,0.25,0,muslims,none,,0,0,0,0,0
4979,Who are 'the people'? Who are you talking for?,0.25,0,poc,none,,0,0,0,0,0
4980,"Feminism is about the equality of the sexes, and many women use feminism as a mean to achieve their legitimate goals. Through equality they can get to the opportunities that otherwise won't be accessible to them.",0.25,0,women,none,,0,0,0,0,0
